user_id,status_id,"Label (0: No, 1: Low Confidence, 2: High confidence, NA: invalid)",text
1131177140588870000,1.19795E+18,0,@BTS_twt @BTS_twt  TAE.....Do you want to play....If you can't sleep....When you say you play...<U+0001F49C><U+0001F49C><U+0001F49C><U+0001F49C> https://t.co/5muezthOKh
1197949778945920000,1.19795E+18,2,Can’t sleep and it’s already 3 am <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>
400835946,1.19795E+18,2,can't sleep ugh
2566701732,1.19795E+18,2,fxck it i can't sleep
2874868501,1.19795E+18,2,"I can't sleep, dami dami ko iniisip huhu <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>"
864281689752653000,1.19795E+18,1,I don’t understand how my bf can sleep with the fan and window open and still be hot while I’m freezing my ass at night
63056375,1.19795E+18,2,Can't sleep
549174712,1.19795E+18,1,"she's on my mind
I can't sleep at night
Cause she ain't by my side..."
948333473860898000,1.19795E+18,0,I can’t wait to sleep in tomorrow.
1195006500625960000,1.19795E+18,2,"time check, it's already 2:56 in the morning and I'm still panicking. can't sleep."
219464626,1.19795E+18,0,"G Herbo ""Can't Sleep"" (WSHH Exclusive - Official Music Video) https://t.co/Jsmqhs1YKB via @YouTube"
1187915280,1.19793E+18,2,can’t sleep <U+2639><U+FE0F> can’t stop thinking about my nanay’s ring <U+0001F622><U+0001F614>
1187915280,1.19795E+18,2,"almost 3, still can’t sleep <U+0001F494> di ko na alam kung saan ko hahanapin yun <U+0001F629> sasabog na utak ko kakaisip"
862621526767435000,1.19795E+18,2,The effect of having saturday off for almost 3 weeks and now I can't sleep when I suppose to wake up for work today lmao
1107125273454140000,1.19795E+18,0,@Kuruluvv @CaseyExplosion I love Denny's just because they are one of the few places open late when I can't sleep
870596401293647000,1.19795E+18,0,On my way home from the hospital! Can’t wait to sleep in my own bed <U+0001F6CF> <U+0001F601>
1084309752396400000,1.19795E+18,2,I can’t sleep huhu
1181842625084580000,1.19795E+18,2,@yoorimheo i can't sleep. this excitement make me can't sleep tonight.
2421461467,1.19795E+18,2,I JUST WANTED TO SLEEP IN BUT I CAN’T BECAUSE OF MY FUCKING LOUD ASS ROOMMATE
4886784855,1.19795E+18,2,I watched this and I can't sleep for one night https://t.co/sGGAWjUv1A
132270521,1.19795E+18,0,I don’t know how they can sleep at night.  Imagine considering this and going home believing you’ve done a good job for the day.  Stomach churning. https://t.co/oBFMreeDcL
622839124,1.19795E+18,2,"Can't sleep, fck."
734835842,1.19795E+18,2,can’t sleep <U+0001F633><U+0001F633> ugh whyyyy
2897929233,1.19795E+18,0,@LiliJavorka @lydia_grapes I totally forgot about this technique. I’ll have to use it next time I can’t sleep
249562894,1.19795E+18,0,Herbo - Can’t sleep https://t.co/FlORwVvZY3
243950237,1.19795E+18,0,"@beddawi_ @Amanabdulsamad Very little amount of people can manage having a social life a long with their work life bas majority of the people can’t, you literally come back home from work dead and all you want to do is eat and sleep... that’s it EVERYDAY"
4510005977,1.19795E+18,0,"i can’t decide if i need a big hug, a large coffee, six shots of vodka (jk) or two weeks of sleep"
548731228,1.19795E+18,0,You can sleep with half the world bet you still won’t forget me <U+0001F619>
372802318,1.19795E+18,0,"@39kenco Sleep in perfect peace Nat, can’t believe you’re gone. I missed you’re funeral, which I really wanted to attend but I will find out where your buried and come and visit you sleep well my friend I love you <U+0001F494><U+0001F48B>"
20915624,1.19795E+18,0,That thing where you’re trying to take a nap because you’re coming down with a cold but then you think about taking your class compliant Virus Polar out of storage and connecting it to your iPad and now you can’t sleep
181766397,1.19795E+18,0,can’t wait to get back in my bed &amp; go back to sleep
1029166320695140000,1.19793E+18,2,i forgot i took a 2hr long nap earlier :)) i can't sleep.
1029166320695140000,1.19795E+18,2,sir i can't sleep too https://t.co/EGbY6Ok1zS
477671085,1.19795E+18,0,@W0NCHEOL wait you've never done that before?? it really won't matter much like you can get caffeinated and finish up everything and you can sleep after you're done the next day. i do it way too often and sometimes for two days
888971109931995000,1.19795E+18,2,Been having some of the most fucked up nightmares lately.. I don’t get it. I can hardly ever sleep and when I do I get these. Fuck this.
55457953,1.19795E+18,0,"G Herbo ""Can't Sleep"" (WSHH Exclusive - Official Music Video) https://t.co/U2es0vVSq9"
914327078081675000,1.19795E+18,2,Can’t sleep <U+0001F62A>
983438208255000000,1.19795E+18,2,I can’t sleep properly when I’m sick but all I want to do is sleep
901697762,1.19795E+18,2,I'm in a state of nervous excitement. La rouge is still over 12 hours away and I can't sleep. And I'm not even attending like wtf? I've missed them too much ahhh
549291615,1.19795E+18,2,"want to sleep and should sleep, but can't sleep."
1163409817462920000,1.19794E+18,2,I can't sleep <U+0001F614> Who's still awake?
1163409817462920000,1.19795E+18,2,"@dc_gxhyeon I just can't sleep i dunno why? 

How about you?"
201376173,1.19795E+18,0,My metabolism is so high I can got to sleep full and wake up like I haven’t eaten in 24hrs. It’s starting to piss me off because I’m not big on breakfast.
1113319365682890000,1.19795E+18,0,I Can’t Even Get No Sleep Unless He’s Next To Me
1187154893724790000,1.19795E+18,2,aaaa can't sleep
218682580,1.19795E+18,1,my weighted blanket spoiled me because now I can’t sleep without 20lbs just weighing down on me for no reason
1046896919484610000,1.19795E+18,0,"@mrsauntiepam “When you wake up, brush the sleep out of your eyes and into an ashtray on your nightstand where you keep evidence of the person you are but can’t remember: you, asleep. Dream big.”"
1197099245926520000,1.19795E+18,0,"all my friends will desert again
and i don’t wanna be a loner
in my head i can sleep when i’m dead
baby, don’t let the hype delude ya
<U+0001F5DD><U+0001F380><U+0001F380><U+0001F380> https://t.co/uCMct9QfUz"
1099021434771460000,1.19795E+18,2,can't sleep :/
1051071951517530000,1.19795E+18,2,Can’t sleep <U+0001F440><U+2728> elow<U+0001F44B> https://t.co/YWjjJ9a5Ua
834576964665040000,1.19795E+18,0,can’t wait 2 go home &amp; sleep
957972361013276000,1.19795E+18,0,I can’t wait to pick everybody up so I can go back to sleep
2459242964,1.19795E+18,2,"can't sleep

gonna play league"
880644715590197000,1.19795E+18,0,"hey y’all so the meds they gave me while i was admitted wore off in my sleep and i got up and it hurts to breathe and i can’t get my scripts, if you help i’ll spoil you forsure <U+0001F97A><U+0001F49C> #buyingnudes #sellingnudes"
257253963,1.19795E+18,2,@OccasionalyBrat We can’t sleep <U+0001F602><U+0001F970><U+0001F60D>
1022823631527620000,1.19795E+18,2,can't sleep
410747302,1.19795E+18,2,"@nanusleep I deserve the ultimate @nanusleep bundle because I want to have a decent night sleep with a decent duvet and some comfy pillows this would be so good I can't even tell you, how grateful I would be.. I have insomnia so please look into your hear"
850645947545767000,1.19795E+18,0,Can’t believe I’m gonna sleep alone. The ghetto.
2956205508,1.19795E+18,2,Can’t sleep <U+0001F926><U+200D><U+2640><U+FE0F>
2504153150,1.19795E+18,2,can't sleep
282996341,1.19795E+18,2,Damn i can’t sleep
30122900,1.19795E+18,1,@mike_wor Can’t sleep on pancetta...
915179759390228000,1.19795E+18,2,@tjooheon I just can't sleep when i'm too tired...
915179759390228000,1.19794E+18,2,@sjhwxn <U+3014><U+0001F33B><U+3015>just... i can't sleep. Gotta join the group call again
915179759390228000,1.19794E+18,2,@tjooheon I can't sleep because i feel too tired? How about you?
915179759390228000,1.19791E+18,2,@tyonghee I can't sleep too! How was your day?
915179759390228000,1.19761E+18,2,@ULTIMATERPE Hit me up because i can't sleep too.
613386535,1.19795E+18,2,I don’t know what happen in my life i ask my self what are you doing l’m so tired and now i can’t sleep again and again
43404186,1.19795E+18,1,hard working women can't sleep?!? https://t.co/bDUt8Blshq
923027024758816000,1.19795E+18,0,"""Don't you both make a lovely couple, a slut &amp; another who'd sleep with people for bets.""

""W-wait what?"" Baekhyun stammered.

""Oh didn't Chanyeol tell you? Why he lured you in, in the first place?""

""W-what?"" Baekhyun looked at Chanyeol confused.

""Baekhyun..I can explain."""
1540923774,1.19795E+18,0,@CherryGoodJuice Working night means I can’t relax and sleep in the mornings x
2439299581,1.19795E+18,2,I can't sleep :( why tonight is so cold ive already spent 1hr watching school attack <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>
615231064,1.19795E+18,0,"@JadaManiscalco Told you ya look great! Though a little tired. Don’t forget to get enough sleep where ya can, yeah?"
365059935,1.19795E+18,0,"Being with a healer is all fun and games, all “I love how I feel with you “ until we start triggering trauma, forcing you to become uncomfortable, heal and grow. Now you can’t sleep at night. Randomly crying and don’t know how you feel until you need help sorting your feelings."
141454314,1.19795E+18,2,"Long time No Tweet! 
I can't sleep. That's it!"
1054778950440830000,1.19795E+18,0,"@BlyRede @soundcube I may give them or a similar product a try. If I could have noise while sleeping with partners, it's help a lot.

My gf has terrible tinnitus from years as a paramedic and can't sleep without ear buds in so she can drown it out."
1054778950440830000,1.19795E+18,2,@soundcube Not all night but I have trouble going to sleep without sleep stories or white noise. It's the hardest part of sleeping with a partner because I can't use them. The silence before I go to sleep is when trauma likes to creep in.
958626892403396000,1.19795E+18,0,@Guldtyr @elonmusk We can't take it anymore! Must get sleep!
752435747643355000,1.19795E+18,0,"@swanseastones Too many to mention but a few are @willrdean just love Tuva, @SSCav Eddie Flynn series, Twisted &amp; 13<U+0001F44C>, @callytaylor enjoyed Sleep, @adamhamdy Pendulum series is gripping and the master himself @StephenKing nothing I can say t"
152251926,1.19795E+18,2,I was convinced.  I can't sleep.
984755790857646000,1.19795E+18,2,i can't sleep very well bcs the period cramp is killing me. damn. <U+0001F623>
828950952312987000,1.19795E+18,0,@matt123doyle Can't wait to sleep on your bedroom floor naked off my nut with two black eyes like you used to do at mine <U+0001F602><U+0001F602><U+0001F602>
2606023926,1.19795E+18,0,"This week on the podcast: Greg Potter, PhD. talks about what to do when you can't sleep. https://t.co/oK5OyOqIgA"
984475580560101000,1.19795E+18,0,People are still contacting me and asking if they could still place orders and I can’t say no because I feel bad! But I have so many orders! Team no sleep for the next week!!
1004369114268200000,1.19795E+18,2,I CAN'T SLEEP HELP
1019170631433130000,1.19795E+18,2,"it's almost 3am, I can't sleep despite being so damn tired, my alarm's gonna ring at like 7:30 and my brain is hating on me cuz ewwww"
1135923896723490000,1.19795E+18,0,"""Faith is taking the first step
Even when you can’t see the whole staircase.""

Good night Aftab sona..<U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618> Sleep Peacefully <U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618>Hug you..on your forehead <U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618> https://t.co/FxfXdIbBBI"
1013973201150340000,1.19795E+18,2,I badly need sleep why can't I
1072437710,1.19795E+18,0,You can’t always run from problems you know. Maybe the only problem is just me. Overthinking. Enough aisyah. Just go back to sleep.
757682879514238000,1.19795E+18,0,i didn't have any classes today so i managed to do some hw (basically the bare minimum) but ... is it safe to say i can sleep or watch tik tok for the rest of the day pleathe ? i'm in desperate need of a day to just zz rn
1047022641603910000,1.19795E+18,2,"Going to JB at 6 a.m. tmr.. But still ain't sleeping, can't sleep for whatever reason."
1627873460,1.19795E+18,2,@deantrbhl Can't sleep.
731401223912349000,1.19795E+18,2,I'm so sick and tired. can't sleep <U+0001F625>
1623829512,1.19795E+18,0,i finally have time for a nap &amp; i can’t sleep <U+0001F643>
2805645326,1.19795E+18,2,Can't sleep <U+0001F62D>
4636539012,1.19795E+18,1,I would do anything to have the devil with the fading red hair back in my life again. Can’t sleep with this guilt.
1197893923466870000,1.19795E+18,0,"Get loads of sleep! You can’t always worry about what other people you sometimes have to worry about yourself, and sleep will be the key to being healthy and having more energy! It will also help prevent under-eye bags! :)"
463849986,1.19795E+18,1,"If you see me today and I’m looking extra crazy worry about yourself because I’m running on no sleep, I haven’t eaten yet, I can’t walk away from Bria without her loosing her mind and I work 4-close so please politely screw off today"
1069725646719450000,1.19795E+18,0,I can’t wait until school’s out I’m going into a deep coma of sleep for the entire month off <U+0001F62D>
488249776,1.19795E+18,0,"TEMPERANCE - My Demons Can't Sleep
https://t.co/pLVFWD0lBw"
892414233278693000,1.19795E+18,1,"I need to sleep but i'm curious about one thing but this source just said ""we'll explain it later"" I CAN'T https://t.co/OvdUZS48KF"
959730521369559000,1.19795E+18,2,Can't sleep
1160246138227830000,1.19795E+18,0,"@NCTsmtown @taeyongpictures Thank you Taeyong for sharing a glimpse of your life with your fans! And don't worry, your room is very neat and pretty!  You should see mine!  Haha!  Please sleep and rest as much as you can! <U+2665>"
3405336618,1.19795E+18,0,@HelmsWorld I hope you have a great safe trip ! <U+2764><U+FE0F> be safe I need to watch your steam when I can’t sleep <U+0001F940>
1197603596063390000,1.19795E+18,0,"MOOD: don’t have enough energy to hate ppl, like, can u just let me sleep?"
2184852751,1.19795E+18,0,Can’t wait to get no sleep tonight while binge watching bon voyage 4 and run episodes uwu
36091727,1.19795E+18,2,Can't sleep. Life is fucking unfair.
921738051759591000,1.19795E+18,0,"@BTS_twt It's to late, but when you can't sleep take a shower and drink milk with chocolate and listen soundtracks of a series. Works for me :3 <U+0001F495> lov u from Mexico <U+0001F49E><U+0001F604>"
1143421687435670000,1.19795E+18,2,@leernow j-just i drank too much coffee that i can't sleep rn. hbu ?
1091238072866360000,1.19795E+18,2,Can’t sleep
3199791213,1.19795E+18,2,"<U+0E19><U+0E2D><U+0E19><U+0E44><U+0E21><U+0E48><U+0E2B><U+0E25><U+0E31><U+0E1A><U+0E40><U+0E01><U+0E21><U+0E21><U+0E34><U+0E48><U+0E07> - FFXIV https://t.co/TONWe0nmgL

Testing my mic and stuff as I can't fall sleep/just woke up at night O]---[ nothing special"
966076123,1.19795E+18,2,I can't sleep. Sesiapa ajak lah aku main game hm
388899151,1.19795E+18,0,@jessruditys1 True true but when I say come back in an hour so I can shower eat and wake myself up for my no sleep day don’t barge in 10 minutes later...
1426136034,1.19795E+18,2,ang pogi ni blast** i can't sleep dhdhdhshsh hate me
1042414874981090000,1.19795E+18,2,can't sleep
31744274,1.19795E+18,2,"Can’t sleep... so i’ve decided to wait till 4am coz my dog comes up the bed at that time to sleep on/next to me. Come up faster, Molly. Need some cuddles <U+2639><U+FE0F>"
710468175247179000,1.19795E+18,2,I can't sleep again &amp;&amp;&amp;&amp;&amp; againnnnn
843954818678894000,1.19795E+18,2,Can't sleep
3476089332,1.19795E+18,2,"can't sleep, lagot na naman ako kay ssob arim hahahahah"
1005083220302530000,1.19782E+18,2,I can't sleep.
1005083220302530000,1.19795E+18,0,baby when I reach the pinnacles I want to reach y'all can't tell me nothing because I remember nights I couldn't sleep.
2973688663,1.19795E+18,2,Can't sleep
2512116381,1.19795E+18,0,Can’t wait to sleep in my bed tomorrow <U+0001F62D><U+0001F62D> I love y’all but I miss home so bad lmao
615461524,1.19795E+18,0,Can’t even sleep in on the weekend <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F>
887652234602790000,1.19795E+18,0,@byulkongg i won’t..... hopefully <U+0001F62D> need go back sch tmr so i can’t afford to sleep 12h HAHAHA
1161746839902780000,1.19795E+18,0,she can’t get back to sleep apparently she’s too hungry
562903915,1.19795E+18,0,"Fire 

Who I Sleep With Does not Affect the Price of Kenkey; NPP Dogs Can’t Gag Me By Saying I’m Ashawo – Nana Aba Anamoah... https://t.co/oyWf40hTdm"
4864465410,1.19795E+18,0,And bukan jenis tidur petang. Even keluar penat2 pun still can’t sleep. Why eh<U+0001F629>
375949536,1.19795E+18,1,I can’t even get no sleep unless you laying with me <U+0001F629><U+2764><U+FE0F>
1070004482845500000,1.19795E+18,1,"When you are asleep but wake up and can't sleep again.
what will you do?"
38097265,1.19795E+18,2,Can't sleep
38097265,1.19773E+18,2,@BTS_twt I can't sleep well these days too taetae
2202721651,1.19795E+18,2,can’t sleep
934719934709370000,1.19795E+18,1,can't sleep cus i miss you
241592137,1.19795E+18,0,"@TimeWalkTV I look at this as something that can't stop me from doing what I do. I keep my shows family friendly, &amp; I make content I would let my child watch (if I had any) &amp; I still mark my videos as ""not for children"" - I will sleep at night kno"
608214996,1.19795E+18,2,Can’t sleep.
451180966,1.19795E+18,2,Thousand mile races through my head I can’t sleep <U+0001F926><U+0001F3FE><U+200D><U+2642><U+FE0F>
262734219,1.19795E+18,0,"@chrisnahas94 A physiologist claims that when you can't sleep at night, it’s probably because you are awake in someone else’s dream."
986265465683980000,1.19795E+18,2,Said I'm going to sleep early but until now I can't sleep and I'M SO FREAKIN' HUNGRY HUHUHU
801460009674473000,1.19795E+18,2,Can't sleep lol.
1539603038,1.19795E+18,2,I can't sleep... https://t.co/NuqYhXRezK
727951966329016000,1.19795E+18,0,"@grigori_7 @sean_spicier That was stupid, can't believe you thought that was a response worth sending. Go back to sleep"
1116014198633440000,1.19795E+18,0,Can’t wait to get off work and cry myself to sleep <U+0001F60A>
878231964469342000,1.19795E+18,0,dont know what i would even feel while i’m free you find a love just a fantasy beautiful and ugly as a life can be i don’t lose any sleep honestly
880698107297714000,1.19795E+18,2,fuck I can't sleep look at my son drawing <U+0001F495><U+0001F49E> https://t.co/9ggnG0A7A6
3274724870,1.19795E+18,2,"Im losing the will to even, I can’t sleep and wake up on time and its ruining my life."
861831883067465000,1.19794E+18,0,"Hey this man can't sleep yet, wanna have a talk with me? Leave a trace and I'll come right to your dm. https://t.co/oJqKo4oWnI"
861831883067465000,1.1976E+18,2,"Hey I can't sleep, yet I don't have anyone in my timeline to talk to since it seems like a graveyard for now. Hit the likes button if you feel the same, and I'll slide to your DM right away. This is Jooeun, the OCRP one. https://t.co/uFO55Ke6HX"
861831883067465000,1.19795E+18,2,Hey i can't sleep. Let's talk? https://t.co/j1KTgIVRLf
861831883067465000,1.19758E+18,2,"hey i can't sleep, chit chat on dm? https://t.co/FtGbQqbsx2"
861831883067465000,1.19758E+18,2,Hey i can't sleep suggests me a lullaby
861831883067465000,1.19789E+18,2,Hey ° Would you like to accompany me? I can't sleep. https://t.co/Uw9tAOA8jS
861831883067465000,1.19793E+18,2,Hey anyone still up? This little girl can't sleep and she's need a cuddle <U+2639><U+FE0F>
861831883067465000,1.19762E+18,2,Hey can someone pamper me and cuddle me? I can't sleep.. https://t.co/A04XytUcWW
861831883067465000,1.19787E+18,2,Hey anyone up for talk? Can't sleep and bored here. https://t.co/WD3SMlMfWm
861831883067465000,1.19763E+18,2,"Hey this sana can't sleep, let's have fun? https://t.co/rHYI0QfEXn"
796604889006604000,1.19795E+18,2,Can't sleep <U+0001F4AD>
866334552884563000,1.19795E+18,2,I CAN'T SLEEP. WHEN WAS THE LAST TIME I HAD PROPER SLEEP? TWO MONTHS AGO. My life is falling apart. I'm always so numb. I want to run away from reality. I can't do this anymore. https://t.co/82rweY2zqv
1096712881456830000,1.19795E+18,2,i can't sleep... <U+0001F97A>
1186803281516850000,1.19795E+18,2,I can't sleep again...
1104044453495330000,1.19795E+18,0,"It's one thing that u r so excited when Ur bestie is preggers, u can't sleep, endlessly talkin about it. But then the conversation spirals when you find an app #BabyCenter which compares the weight of the baby to a veg/fruit, to get a view of how it's growing. so today,Mango <U+0001F60D><U+0001F604> https://t.co/VOeP4oNOIc"
292993845,1.19795E+18,0,"@JoyceWhiteVance @pupsMama7 I don't know how the politicians can sleep at night, knowing they have sold the soul of the country to Russian and the conman @realdonaldtrump. @gop #moscowmitch"
1190581576771520000,1.19795E+18,0,"The truck that hit him didnt stop. He gassed it the moment he made contact with Marley. I'm still hurt. I've never felt this lonely going to sleep if lanshi isnt with me. I know his soul is at peace, but I can't help but miss him when I'm alone in my room"
886564879095693000,1.19795E+18,0,"Copywriting is not entirely Writing. In copywriting, you write to specifically SELL something but you can generally Write for the fun of it. 

Men like Ronald and Akin alabi have sold billions worth of products using the skill of copywriting. Don't sleep on it."
1085732545528910000,1.19795E+18,2,early morning sketchie cause can't sleep https://t.co/yvn68ItRrl
1158316220283670000,1.19795E+18,2,Can't sleep <U+0001F62D>
1157918406651230000,1.19795E+18,2,i can't sleep
1197932803435810000,1.19795E+18,2,I can’t sleep
1194491902034350000,1.19795E+18,1,Can’t sleep unless I’m holding boobs
871344953233780000,1.19795E+18,2,@TZYUvel As you see <U+0001F609> i can't sleep. How about you?
221186439,1.19795E+18,2,@BTS_twt What's going on in that mind of yours? :( I can't sleep lately either and it's 'cos there's too much on my mind... I don't know if it's the same for you but if it is -- find someone you trust that you can talk to... :\ Take care. Stay safe. Be he
1862471762,1.19795E+18,2,I swear I always wake up early and just lay in bed to try and go back to sleep but I can’t
1006186075390430000,1.19795E+18,0,Don't need glasses if concerned about blue light's impact on sleep. You can manually adjust light level on Windows 10 &amp; on phones. Windows 10 Night Light setting is automated to turn on at 5pm. https://t.co/HNCpPFOSBi
868556958571388000,1.19787E+18,0,"Can’t deal with Christmas this year.  I’m so unhappy.  It’s my birthday not long after.  Just want to sleep through it all.  Wake me up when it’s over.  I’m in too much pain to enjoy anything I’m so sad.  I can’t deal with what I’ve done.  I can’t take it.  I meant well, but I’ve"
868556958571388000,1.19795E+18,0,"I’ve put on so much weight.  I’m so unhappy all I do is eat now.  Getting more disgusting.  Don’t think I can get out of bed this weekend.  What for anyway.  What would I do.  Just have to sleep till Tues, if I stay calm enough.  Best avoid the kettle.  I feel so much pain, I"
3104293844,1.19795E+18,0,@uwu_uwu_mo @German_Hermit @goofrider @odaiwai @digglesby @hkwuliff @pikat_hk @mono_toy @_joodles @HK_rtang @TessaSn50 When you can only sleep for 3 hours at a time ... and you don’t wanna feel productive... strange shit happens
874304020206301000,1.19795E+18,0,"@tnewtondunn @TheSun You should pat yourself on the back, Tom. Your ‘journalism’ (along with that of your colleagues) has successfully persuaded the many that their interests are best served by voting for the few

I’m sure you’ve rationalised this and c"
740237175430782000,1.19795E+18,0,@feryalWOnDer I feel you bro I sleep for 15 hours and I can’t get enough.
1183797034744080000,1.19795E+18,2,"@benjaminbrasier I also can't sleep P'Ben..I am stressed about my work<U+0001F613>And also have cold<U+0001F927>
You should try to sleep, you must be exhausted all day long.
Take care P'Ben<U+0001F49D> https://t.co/KOhdul9eSg"
796009864736555000,1.19795E+18,2,Can't sleep
1012890104669470000,1.19795E+18,2,can't sleep:/
589991080,1.19795E+18,2,It's 2.30 a.m and I can't sleep :/
1425582379,1.19795E+18,2,I can’t sleep
786770416475869000,1.19795E+18,0,"I'm better than that. deleted the tweet. They're the ones that have to live with their sorry selves.

I couldn't be further away from perfect than I am, but at least I can sleep knowing I would never purposely hurt anyone...even if I hate them. <U+270C><U+FE0F>"
937169602374537000,1.19795E+18,2,can't sleep
1138392576170400000,1.19795E+18,2,Can’t sleep
148918275,1.19795E+18,0,damn nobody want me to be great I tried to take a nap before I go to work all of a sudden 1500 people want to call my phone theeeennnnn that shit done got me when you could see your surroundings but can’t move and be hearing stuff ( sleep paralysis) but it wasn’t the scary one
123883447,1.19795E+18,2,Can't sleep..  SLEEPLESS <U+0001F611><U+0001F641>
252940883,1.19795E+18,2,Now I can't sleep.
744764537195233000,1.19795E+18,2,I can't sleep <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F>
244877788,1.19795E+18,2,can’t sleep motherfucker.
1185463437863860000,1.19795E+18,2,"When you feel so tired, but you can’t sleep. Stuck in reverse. Lights will guid you home."
3021054481,1.19795E+18,2,can’t sleep <U+0001F623>
763182651557621000,1.19795E+18,2,Can’t sleep <U+0001F927><U+0001F637>
1026418196432040000,1.19795E+18,2,Can't efn' sleep nanaman
4918903374,1.19795E+18,0,@spookyecho I was the same way!! Row would only sleep on her belly and i just went ahead and let her do it! Now she can’t stand being on her belly lol
1056575220843040000,1.19795E+18,2,can't sleep
951462793374400000,1.19795E+18,2,can't sleep
2680172096,1.19795E+18,2,"I think, therefore I can't sleep."
583931540,1.19795E+18,2,I hate when i wake up and can’t go back to sleep
1063722105210990000,1.19792E+18,1,@mengfifi_ I can't discuss this further <U+0001F648><U+0001F605><U+0001F602> otherwise I will not b able to sleep with this information<U+0001F648><U+0001F605><U+0001F602>
1063722105210990000,1.19795E+18,0,@benjaminbrasier Okay.. good night love.. sleep like a good boy now.. don't go to watch anime<U+0001F612> u can catch it after FM.. sleep well now<U+0001F60D><U+0001F618><U+0001F618><U+0001F618>
1038289528560050000,1.19795E+18,2,It's already 2:35 am and I still can't sleep...
119597949,1.19795E+18,0,I can’t wait to go home and sleep.
1079513468909300000,1.19795E+18,2,"i can’t fucking sleep. everybody always call my fucking phone when i’m sleep, but when i’m woke this bitch be dead af."
